Entity,Code,Year,Renewables (% growth)
Algeria,DZA,1980,-11.68385124206543
Algeria,DZA,1981,42.41244888305664
Algeria,DZA,1982,30.874324798583984
Algeria,DZA,1983,-50.939456939697266
Algeria,DZA,1984,92.34042358398438
Algeria,DZA,1985,42.92036437988281
Algeria,DZA,1986,-61.30031204223633
Algeria,DZA,1987,99.60000610351562
Algeria,DZA,1988,-63.326656341552734
Algeria,DZA,1989,23.497272491455078
Algeria,DZA,1990,-40.26548385620117
Algeria,DZA,1991,117.03703308105469
Algeria,DZA,1992,-32.081912994384766
Algeria,DZA,1993,77.38692474365234
Algeria,DZA,1994,-52.97450256347656
Algeria,DZA,1995,16.26506996154785
Algeria,DZA,1996,-30.051809310913086
Algeria,DZA,1997,-44.44444274902344
